17.96,2.3215e-05,6.2293e-05
17.96,2.465e-05,6.6142e-05
17.96,2.7356e-05,7.3401e-05
17.96,3.2542e-05,8.7316e-05
17.959,4.2461e-05,0.00011393
17.958,6.1431e-05,0.00016483
17.956,9.1163e-05,0.00024462
17.952,0.00012105,0.00032488
17.947,0.00015126,0.00040605
17.941,0.00018247,0.00048997
17.932,0.00021552,0.00057893
17.922,0.00025101,0.00067461
17.909,0.00028934,0.00077812
17.892,0.00033147,0.00089211
17.87,0.00037842,0.0010195
17.838,0.00041976,0.0011333
17.791,0.00049939,0.0013511
17.74,0.00057158,0.0015501
17.661,0.00065019,0.001772
17.534,0.0007712,0.0021163
17.354,0.00090971,0.0025208
17.058,0.0010905,0.0030716
16.551,0.0013224,0.003835
15.851,0.0015494,0.0046878
15.149,0.0017117,0.0054184
14.447,0.0018319,0.0060833
13.744,0.0019257,0.0067254
13.041,0.0020201,0.0074173
12.692,0.0021007,0.0078744
12.606,0.0021341,0.0080205
12.559,0.0021719,0.008159
12.548,0.0021971,0.008238
12.544,0.0022112,0.0082808
12.543,0.00222,0.0083043
12.543,0.0022242,0.0083167
12.543,0.0022267,0.0083225
12.543,0.0022288,0.0083299
12.543,0.0022307,0.0083336
12.543,0.0022313,0.0083352
12.543,0.0022315,0.0083358
12.543,0.0022332,0.0083408
12.543,0.0022358,0.0083475
12.543,0.0022379,0.0083525
12.543,0.0022398,0.0083595
12.543,0.0022418,0.0083635
12.544,0.002244,0.00837
12.544,0.0022465,0.0083764
12.545,0.0022489,0.0083818
12.545,0.0022521,0.00839
12.546,0.002255,0.0083977
12.547,0.0022567,0.0084028
12.548,0.0022616,0.008414
12.55,0.0022672,0.0084234
12.553,0.0022732,0.0084321
12.556,0.0022797,0.0084525
12.562,0.0022891,0.0084752
12.572,0.0023034,0.0085044
12.588,0.0023225,0.0085382
12.62,0.0023573,0.0086224
12.676,0.0024088,0.0087076
12.782,0.0024754,0.0088013
12.985,0.0025854,0.0089325
13.37,0.0027706,0.0091552
13.821,0.0029571,0.0093186
14.077,0.0030582,0.0093945
14.783,0.0033206,0.0095658
15.49,0.0035759,0.0096879
16.197,0.0038126,0.0098118
16.904,0.0040502,0.00988
17.611,0.0042781,0.0099911
18,0.0044048,0.010036
